,ts_code,volume_d,MACD_d,close_ama_p_change,pseudo_mean_price_p_change,ema5_p_change,backward_inference_MACD_hit,ema3_p_change,p_change,ema_slow,ema_quick,DEM,DIFF,MACD,close_ama_dist2last_max,close_ama_dist2last_min,close_ama_stationary_info,close_ama_VT,close_ama_PVT,date,close_ama,pseudo_mean_price_dist2last_max,pseudo_mean_price_dist2last_min,pseudo_mean_price_stationary_info,pseudo_mean_price_VT,pseudo_mean_price_PVT,open,pseudo_mean_price,ema5_dist2last_max,ema5_dist2last_min,ema5_stationary_info,ema5_VT,ema5_PVT,high,ema5,ema3_dist2last_max,ema3_dist2last_min,ema3_stationary_info,ema3_VT,ema3_PVT,low,ema3,dist2last_max,dist2last_min,stationary_info,VT,PVT,dist2last_big_drop,efficiency_coefficient,amplitude,review_pc,close,turnover_rate,nmc,pre_close,change,pct_chg,volume,amount,diff
80,601865.SH,79205.21,0.0815100723941,-0.273246640165,4.28103752203,0.507416911301,0,1.47855294943,3.14606741573,13.9704400143,13.9897035391,0.277927257103,0.0192635248074,-0.517327464591,7,19,0,-11670267.91,30791489.0595,20200305,14.7189028726,2,1,1,7388715.53,38255157.6139,13.73,13.8033333333,8,1,1,11389566.61,43916023.4045,14.18,13.6323527194,9,1,1,8762157.69,39972920.7011,13.46,13.5722509089,10,4,1,6127676.45,28776451.6228,68,-0.465725001957,5.22875816993,-3.48583877996,13.77,11.3499753333,303000.0,13.35,0.42,3.15,170249.63,234628.06,0.0192635248074
79,601865.SH,-22410.5,0.0118755180334,-0.53515858008,-3.83965225791,-0.837108424874,-1,-1.0398087642,-3.48583877996,13.9200370503,13.8820568408,0.214745763783,-0.0379802094956,-0.505451946557,8,20,0,-11818107.04,30712371.6806,20200306,14.640133401,1,2,0,7240876.4,37687506.7646,13.46,13.2733333333,1,2,0,11241727.48,43792266.0232,13.46,13.5182351462,1,2,0,8614318.56,39819196.2781,13.07,13.4311254545,1,5,0,5979837.32,28261108.2503,69,-0.521206314665,2.93453724605,-7.29872084274,13.29,9.855942,303000.0,13.77,-0.48,-3.49,147839.13,195742.062,-0.0379802094956
78,601865.SH,13872.07,-0.0937818891858,-1.31994231308,-5.54997488699,-2.95461434939,-1,-4.13638253257,-7.29872084274,13.8015157873,13.6417404037,0.139841534315,-0.159775383556,-0.599233835743,9,21,0,-11979818.24,30498922.2252,20200309,14.4468920855,2,3,0,7079165.2,36790013.6656,12.87,12.5366666667,2,3,0,11080016.28,43314471.7912,13.05,13.1188234308,2,3,0,8452607.36,39150296.8951,12.24,12.8755627272,2,6,-1,5818126.12,27080823.3443,70,-0.612009346325,6.57467532468,3.08441558442,12.32,10.7807466667,303000.0,13.29,-0.97,-7.3,161711.2,202231.995,-0.159775383556
77,601865.SH,-26029.46,0.0185837639236,-0.498780658561,-0.824248869981,-1.06417935277,1,-0.681767200955,3.08441558442,13.7199220253,13.4968572647,0.0672602753378,-0.223064760572,-0.58065007182,10,22,0,-12115499.98,30431246.7976,20200310,14.3748337821,3,4,-1,6943483.46,36678178.1448,11.96,12.4333333333,3,4,0,10944334.54,43170082.085,12.75,12.9792156206,3,4,0,8316925.62,39057793.535,11.85,12.7877813636,3,1,1,5953807.86,27499322.2177,71,-0.467730503846,7.08661417323,-0.629921259843,12.7,9.04544933333,303000.0,12.32,0.38,3.08,135681.74,167193.91,-0.223064760572
76,601865.SH,-21723.99,0.0306493550499,-0.262619098484,2.6273458445,-0.922540650259,0,-0.656022177897,-0.629921259843,13.6384463197,13.3619561471,-0.0014898142584,-0.276490172643,-0.55000071677,11,23,0,-12229457.73,30401319.316,20200311,14.3370827232,4,1,1,7057441.21,36977584.5657,12.83,12.76,4,5,0,10830376.79,43064951.4282,13.2,12.8594770804,4,5,0,8202967.87,38983034.7236,12.46,12.7038906818,1,2,0,5839850.11,27427537.8082,72,-0.372508636221,5.86370839937,-3.32805071315,12.62,7.59718333333,303000.0,12.7,-0.08,-0.63,113957.75,146356.647,-0.276490172643
75,601865.SH,-41568.94,-0.00553730452765,-0.448280526065,-3.99686520376,-1.70944504261,-1,-1.98321401855,-3.32805071315,13.5318947405,13.1831936629,-0.0709320669206,-0.348701077569,-0.555538021297,12,24,0,-12301846.54,30368868.8222,20200312,14.2728123733,1,2,0,6985052.4,36688256.2498,12.46,12.25,5,6,0,10757987.98,42941206.7358,12.52,12.6396513869,5,6,0,8130579.06,38839472.2208,12.03,12.4519453409,2,3,0,5767461.3,27186624.1775,73,-0.417643206556,4.01639344262,-0.655737704918,12.2,4.82592066667,303000.0,12.62,-0.42,-3.33,72388.81,88721.537,-0.348701077569
74,601865.SH,35593.61,0.0167340678749,-0.0366387479956,-2.72108843537,-1.37042647513,1,-1.33290554936,-0.655737704918,13.4273099449,13.0196254071,-0.138282561098,-0.40768453781,-0.538803953423,13,25,0,-12409828.96,30364912.4815,20200313,14.2675829936,2,3,0,6877069.98,36394426.5355,11.59,11.9166666667,6,7,0,10650005.56,42793224.7686,12.28,12.4664342579,6,7,0,8022596.64,38695541.854,11.35,12.2859726705,3,4,0,5659478.88,27115816.0332,74,-0.208169823871,7.67326732673,-7.92079207921,12.12,7.198828,303000.0,12.2,-0.08,-0.66,107982.42,127279.207,-0.40768453781
73,601865.SH,-4626.29,-0.0812749399815,-1.2393348473,-3.3006993007,-3.49320484888,-1,-4.58235054177,-7.92079207921,13.2593610601,12.7335291906,-0.215792422774,-0.525831869476,-0.620078893404,14,26,0,-12513185.09,30236819.6279,20200316,14.0907598656,3,4,0,6773713.85,36053279.0295,12.19,11.5233333333,7,8,0,10546649.43,42432180.6341,12.35,12.030956172,7,8,0,7919240.51,38221927.8357,11.06,11.7229863352,4,5,-1,5556122.75,26297153.6174,75,-0.527533424354,11.5591397849,0.89605734767,11.16,6.89040866667,303000.0,12.12,-0.96,-7.92,103356.13,120204.137,-0.525831869476
72,601865.SH,-10379.92,-0.00173778818106,-1.12503042141,-2.77697425513,-2.13603463416,1,-1.97469451037,0.89605734767,13.1112602408,12.506832392,-0.293519507972,-0.604427848765,-0.621816681585,15,27,0,-12606161.3,30132218.5632,20200317,13.9322345306,4,5,-1,6680737.64,35795086.488,11.6,11.2033333333,8,9,0,10453673.22,42233580.2294,11.6,11.7739707813,8,9,0,7826264.3,38038328.2242,10.75,11.4914931676,5,1,1,5649098.96,26380465.6335,76,-0.524338890204,7.54884547069,-0.976909413854,11.26,6.198414,303000.0,11.16,0.1,0.9,92976.21,104193.377,-0.604427848765
71,601865.SH,-13218.21,0.0228194825993,-1.24533339425,1.39839333532,-1.76652604545,1,-1.48585202389,-0.976909413854,12.9659817045,12.2980889471,-0.368394157845,-0.667892757338,-0.598997198986,16,28,0,-12685919.3,30032893.2623,20200318,13.7587317614,5,1,1,6760495.64,35906619.5437,11.5,11.36,9,10,0,10373915.22,42092685.6451,11.78,11.5659805209,9,10,0,7746506.3,37919819.6385,11.15,11.3207465838,1,2,-1,5569340.96,26302549.2925,77,-0.546405421532,5.65022421525,1.25560538117,11.15,5.3172,303000.0,11.26,-0.11,-0.98,79758.0,91648.34,-0.667892757338
70,601865.SH,13673.87,0.0702893368758,-1.70638613279,-1.34976525822,-0.795380095887,0,-0.135797509373,1.25560538117,12.8418349115,12.1429983399,-0.434482640609,-0.698836571664,-0.52870786211,17,29,0,-12779351.17,29873462.415,20200319,13.5239546706,1,2,-1,6667063.77,35780508.4515,11.15,11.2066666667,10,11,0,10280483.35,42018371.7953,11.38,11.4739870139,10,11,0,7653074.43,37907131.8232,10.95,11.3053732919,2,1,1,5662772.83,26419862.8512,78,-0.645396884294,3.80868024801,0.0,11.29,6.22879133333,303000.0,11.15,0.14,1.26,93431.87,104581.247,-0.698836571664
69,601865.SH,-19351.85,0.0796939250011,-1.29745995066,0.416418798334,-0.534504741584,0,-0.0679910848863,0.0,12.7268841773,12.011767826,-0.490609382748,-0.715116351302,-0.449013937109,18,30,0,-12853431.19,29777346.5559,20200320,13.348486775,2,1,1,6741143.79,35811356.7644,11.35,11.2533333333,11,12,0,10206403.33,41978775.6734,11.48,11.4126580093,11,12,0,7578994.41,37902095.0423,10.99,11.297686646,1,2,0,5588692.81,26419862.8512,79,-0.597939335702,4.34012400354,-8.8573959256,11.29,4.938668,303000.0,11.29,0.0,0.0,74080.02,82942.713,-0.715116351302
68,601865.SH,64598.38,-0.0452010826421,-1.97661360855,-6.72393364929,-3.27898493165,-1,-4.45970346643,-8.8573959256,12.5463742383,11.7468804682,-0.552386260217,-0.799493770092,-0.494215019751,19,31,0,-12992109.59,29503232.9432,20200323,13.0846387688,1,2,-1,6602465.39,34878892.4042,10.85,10.4966666667,12,13,0,10067724.93,41524051.2894,11.0,11.0384386729,12,13,0,7440316.01,37283630.5011,10.2,10.793843323,2,3,-1,5450014.41,25191533.3561,80,-0.620641184666,7.77453838678,2.62390670554,10.29,9.24522666667,303000.0,11.29,-1.0,-8.86,138678.4,145917.542,-0.799493770092
67,601865.SH,-19129.87,0.0421099437252,-1.85429382368,0.635122261035,-1.44476553563,1,-1.08322548317,2.62390670554,12.3992354058,11.5642834731,-0.60889939472,-0.834951932733,-0.452105076026,20,32,0,-13111658.12,29281554.8424,20200324,12.8420111203,2,1,0,6722013.92,34954820.3369,10.32,10.5633333333,13,14,0,9948176.4,41351331.6935,10.87,10.8789591152,13,14,-1,7320767.48,37154132.4869,10.26,10.6769216615,3,1,0,5569562.94,25505217.5456,81,-0.648135632887,5.77651515152,2.74621212121,10.56,7.969902,303000.0,10.29,0.27,2.62,119548.53,126248.031,-0.834951932733
66,601865.SH,-33328.66,0.0982104761955,-0.709399900986,2.58756705585,-0.0887312683967,0,0.810525467918,2.74621212121,12.2844772276,11.454393708,-0.653136219699,-0.830083519614,-0.35389459983,21,33,0,-13197877.99,29220390.4752,20200325,12.7509099061,3,2,1,6808233.79,35177920.0321,10.73,10.8366666667,14,15,0,9861956.53,41343681.295,10.95,10.8693060768,14,1,1,7406987.35,37224015.8874,10.71,10.7634608307,4,2,1,5655782.81,25741995.5977,82,-0.485877649013,2.21198156682,-2.21198156682,10.85,5.74799133333,303000.0,10.56,0.29,2.75,86219.87,93546.742,-0.830083519614
65,601865.SH,-23177.99,0.0613847213845,-0.683563597987,-1.38418948016,-0.795224261144,0,-0.712878660299,-2.21198156682,12.1604418774,11.3244869837,-0.689699954504,-0.835954893727,-0.292509878446,22,34,0,-13260919.87,29177297.3409,20200326,12.6637493276,1,3,-1,6745191.91,35090658.125,10.85,10.6866666667,15,16,0,9798914.65,41293548.8626,10.87,10.7828707179,1,2,0,7343945.47,37179074.6765,10.58,10.6867304154,1,3,-1,5592740.93,25602548.1212,83,-0.465490216641,2.73327049953,0.282752120641,10.61,4.202792,303000.0,10.85,-0.24,-2.21,63041.88,67589.64,-0.835954893727
64,601865.SH,855.21,0.0702133908172,-0.549608596911,1.66221787842e-14,-0.441659497487,0,-0.218637569938,0.282752120641,12.0478165532,11.2191812939,-0.717487015458,-0.828635259272,-0.222296487629,23,35,0,-13324816.96,29142178.9509,20200327,12.5941482726,2,1,1,6809089.0,35090658.125,10.76,10.6866666667,16,17,0,9735017.56,41265328.1059,10.92,10.7352471453,2,3,0,7280048.38,37165104.372,10.5,10.6633652077,2,1,1,5656638.02,25620615.1589,84,-0.437948831327,3.94736842105,-3.47744360902,10.64,4.259806,303000.0,10.61,0.03,0.28,63897.09,68395.19,-0.828635259272
63,601865.SH,15915.43,0.0215188554162,-0.274724513895,-3.02557704304,-1.444609329,0,-1.84447029631,-3.47744360902,11.9161264381,11.0731534025,-0.742584219484,-0.842973035591,-0.200777632212,24,36,0,-13404629.48,29120252.4951,20200330,12.55954906,1,2,0,6729276.48,34849179.1967,10.6,10.3633333333,17,18,0,9655205.04,41150030.195,10.6,10.5801647635,3,4,0,7200235.86,37017892.5496,10.22,10.4666826038,1,2,0,5576825.5,25343071.6213,85,-0.330894608175,3.70009737098,-0.584225900682,10.27,5.32083466667,303000.0,10.64,-0.37,-3.48,79812.52,82423.316,-0.842973035591
62,601865.SH,-19658.06,0.0298945744415,-0.495694828909,-0.804117079447,-1.16622242904,0,-1.22618891562,-0.584225900682,11.789746702,10.9403605714,-0.763944601706,-0.849386130591,-0.170883057771,25,37,0,-13464783.94,29090434.2404,20200331,12.4972920247,2,3,-1,6669122.02,34800807.968,10.45,10.28,18,19,-1,9595050.58,41079876.7145,10.45,10.456776509,4,5,-1,7140081.4,36944131.8175,10.18,10.3383413019,2,3,-1,5516671.04,25307927.8277,86,-0.399691828422,2.6444662096,2.84035259549,10.21,4.01029733333,303000.0,10.27,-0.06,-0.58,60154.46,62010.041,-0.849386130591
61,601865.SH,83791.52,0.0786390315984,-0.0468109674138,2.95071335927,0.137784625312,0,0.781840593947,2.84035259549,11.6942099092,10.8726127912,-0.775475104977,-0.821597118064,-0.0922440261726,26,38,0,-13608729.92,29083695.9898,20200401,12.4914419214,3,1,0,6813068.0,35225551.2942,10.22,10.5833333333,19,1,0,9738996.56,41099710.2574,11.1,10.4711843393,5,1,0,7284027.38,37056674.628,10.15,10.419170651,3,1,0,5660617.02,25716785.1656,87,-0.216328171975,9.04761904762,4.19047619048,10.5,9.59639866667,303000.0,10.21,0.29,2.84,143945.98,152642.05,-0.821597118064
60,601865.SH,-40956.66,0.124424266966,-0.00597495385225,1.41732283465,1.49239934877,0,2.49938006818,4.19047619048,11.6383425085,10.8829800541,-0.771452574878,-0.755362454481,0.0321802407934,27,39,0,-13711719.24,29083080.6334,20200402,12.4906955636,4,2,0,6916057.32,35371520.4092,10.52,10.7333333333,20,2,0,9841985.88,41253411.4515,10.96,10.6274562262,6,2,0,7387016.7,37314084.0816,10.3,10.6795853255,4,2,1,5763606.34,26148359.459,88,-0.0879874007854,6.03290676417,-0.73126142596,10.94,6.86595466667,303000.0,10.5,0.44,4.19,102989.32,111157.04,-0.755362454481
59,601865.SH,-41311.63,0.0801553241628,-0.000854161879388,1.64596273292,0.729380480229,0,0.844670785527,-0.73126142596,11.5806875079,10.8794446611,-0.757410629259,-0.701242846781,0.112335564956,28,40,0,-13773396.93,29083027.9506,20200403,12.4905888728,5,3,0,6977735.01,35473039.5884,11.05,10.91,21,3,0,9903663.57,41298397.9547,11.1,10.7049708175,7,3,0,7448694.39,37366181.4245,10.77,10.7697926627,1,3,-1,5701928.65,26103256.9434,89,-0.111350374341,3.03867403315,2.11786372007,10.86,4.111846,303000.0,10.94,-0.08,-0.73,61677.69,67115.465,-0.701242846781
58,601865.SH,22107.42,0.087517449994,-0.916861686198,2.01649862511,1.19891088941,0,1.48659935844,2.11786372007,11.5443402851,10.9118377902,-0.73242900239,-0.632502494915,0.19985301495,29,41,0,-13857182.04,29006208.5934,20200407,12.376067449,6,4,1,7061520.12,35641992.1475,11.06,11.13,22,4,0,9987448.68,41398848.8354,11.28,10.8333138783,8,4,0,7532479.5,37490736.3153,11.02,10.9298963314,2,1,1,5785713.76,26280702.3882,90,0.357538327913,2.34445446348,-0.901713255185,11.09,5.585674,303000.0,10.86,0.23,2.12,83785.11,93217.598,-0.632502494915
57,601865.SH,-16118.11,0.0449689149256,-0.448395778567,-1.19796346211,0.482112009426,0,0.274950771753,-0.901713255185,11.5032780418,10.9238627455,-0.701826261155,-0.579415296217,0.244821929876,30,42,0,-13924849.04,28975866.9963,20200408,12.320573685,1,5,-1,6993853.12,35560929.5539,11.0,10.9966666667,23,5,0,10055115.68,41431471.9088,11.14,10.8855425855,9,5,0,7600146.5,37509341.4091,10.86,10.9599481657,1,2,-1,5718046.76,26219686.1573,91,0.212655393044,2.54777070064,0.727934485896,10.99,4.51113333333,303000.0,11.09,-0.1,-0.9,67667.0,74136.581,-0.579415296217
56,601865.SH,-5769.97,0.0383593328926,-0.222235259164,0.636556532283,0.564839137179,0,0.502063662397,0.727934485896,11.471183372,10.9463454001,-0.666428603309,-0.524837971925,0.283181262768,31,43,0,-13986746.07,28962111.2938,20200409,12.2931930262,2,1,1,7055750.15,35600330.5127,11.02,11.0666666667,24,6,1,10117012.71,41466433.7738,11.17,10.9470283904,10,6,1,7662043.53,37540417.6587,10.96,11.0149740828,2,1,1,5779943.79,26264743.1401,92,0.124695712809,1.89701897019,-2.52935862692,11.07,4.12646866667,303000.0,10.99,0.08,0.73,61897.03,68501.581,-0.524837971925
55,601865.SH,-8655.15,-0.014388430021,-0.227703425195,-1.77710843373,-0.478146168274,-1,-1.02121930179,-2.52935862692,11.4207253444,10.9222922616,-0.632829499216,-0.498433082842,0.268792832747,32,44,0,-14039987.95,28949987.9353,20200410,12.2652010046,1,2,0,7002508.27,35505713.9187,11.07,10.87,1,7,0,10063770.83,41440976.3729,11.1,10.8946855936,1,7,0,7608801.65,37486046.0232,10.72,10.9024870414,1,2,0,5726701.91,26130075.3316,93,0.105278577258,3.52177942539,-1.11214087118,10.79,3.54945866667,303000.0,11.07,-0.28,-2.53,53241.88,57721.729,-0.498433082842
54,601865.SH,-19625.25,-0.0268864214592,-0.107098165521,-1.65593376265,-0.687447078813,0,-1.06621104221,-1.11214087118,11.3651160597,10.8834780675,-0.602591197805,-0.481637992161,0.241906411288,33,45,0,-14073604.58,28946387.6559,20200413,12.2520651993,2,3,-1,6968891.64,35450047.0061,10.79,10.69,2,8,-1,10030154.2,41417866.7188,10.79,10.8197903957,2,8,-1,7575185.02,37450203.6011,10.61,10.7862435207,2,3,-1,5693085.28,26092688.9034,94,0.0281314606817,1.68697282099,3.46766635426,10.67,2.24110866667,303000.0,10.79,-0.12,-1.11,33616.63,35922.231,-0.481637992161
53,601865.SH,30744.87,0.0286794671715,-0.920724299704,2.46336139694,0.678416112908,1,1.17629682105,3.46766635426,11.3410333886,10.9075583648,-0.568767962997,-0.433475023768,0.27058587846,34,46,0,-14137966.08,28887128.4589,20200414,12.1392574578,3,1,0,7033253.14,35608592.6407,10.74,10.9533333333,3,1,0,10094515.7,41461530.5974,11.08,10.8931935971,3,1,0,7639546.52,37525911.8289,10.74,10.9131217604,3,1,0,5757446.78,26315873.1115,95,0.389813874336,3.07971014493,2.89855072464,11.04,4.29076666667,303000.0,10.67,0.37,3.47,64361.5,70651.983,-0.433475023768
52,601865.SH,43992.74,0.0550051782828,-0.908241657044,3.19537431528,1.42843448891,0,2.04743541517,2.89855072464,11.3424383228,10.9771647702,-0.528069080905,-0.365273552533,0.325591056742,35,47,0,-14246320.32,28788716.6244,20200415,12.0290036647,4,2,0,7141607.38,35954824.9961,11.06,11.3033333333,4,2,0,10202869.94,41616307.5309,11.54,11.0487957314,4,2,0,7747900.76,37747760.1373,11.01,11.1365608802,4,2,1,5865801.02,26629943.3723,96,0.509746138628,4.66549295775,-0.352112676056,11.36,7.223616,303000.0,11.04,0.32,2.9,108354.24,122690.67,-0.365273552533
51,601865.SH,-47073.13,0.0219313558289,-0.589408250955,0.26540843409,0.818201594582,0,0.823589624284,-0.352112676056,11.3407762248,11.0299086517,-0.484628779333,-0.310867573048,0.347522412571,36,48,0,-14307601.43,28752597.0325,20200416,11.9581037246,5,3,0,7202888.49,35971089.5196,11.24,11.3333333333,5,3,0,10264151.05,41666447.8328,11.45,11.1391971543,5,3,0,7809181.87,37798230.6237,11.23,11.2282804401,1,3,-1,5804519.91,26608365.5167,97,0.408632750622,1.94346289753,3.09187279152,11.32,4.08540733333,303000.0,11.36,-0.04,-0.35,61281.11,69402.476,-0.310867573048
50,601865.SH,66663.7,0.0490373506518,-0.209319559053,3.85294117647,1.58839348522,0,1.9669955799,3.09187279152,11.3651631711,11.1283842438,-0.43505880893,-0.236778927319,0.396559763223,37,49,0,-14435546.24,28725815.6813,20200417,11.9330730746,6,4,0,7330833.3,36464053.3463,11.55,11.77,6,4,0,10392095.86,41869674.5355,12.1,11.3161314362,6,4,0,7937126.68,38049897.4994,11.54,11.44914022,2,1,0,5932464.72,27003954.5935,98,0.372399573716,4.79862896315,2.14224507284,11.67,8.529654,303000.0,11.32,0.35,3.09,127944.81,150015.353,-0.236778927319
49,601865.SH,59989.69,0.0497888714451,-0.0147312011312,3.11526479751,1.77878387508,0,2.05631065262,2.14224507284,11.4062621955,11.2501712832,-0.379265229597,-0.156090912263,0.446348634668,38,50,0,-14623480.74,28723047.1804,20200420,11.9313151896,7,5,1,7518767.8,37049519.0784,12.4,12.1366666667,7,5,1,10580030.36,42203969.3936,12.73,11.5174209575,7,5,1,8125061.18,38436349.2137,11.76,11.68457011,3,2,1,6120399.22,27406556.3502,99,0.493799765984,8.13758389262,-4.02684563758,11.92,12.5289666667,303000.0,11.67,0.25,2.14,187934.5,225064.649,-0.156090912263
48,601865.SH,-21186.33,-0.0465412127936,-0.117689604177,-5.24581159022,-0.224069137662,-1,-1.04655159633,-4.02684563758,11.4087612921,11.2793757012,-0.329289301862,-0.129385590925,0.399807421875,39,51,-1,-14790228.91,28703422.6543,20200421,11.917273272,1,6,-1,7352019.63,36174789.5956,11.69,11.5,1,6,-1,10413282.19,42166606.275,11.76,11.4916139716,1,6,-1,7958313.01,38261838.6502,11.3,11.562285055,1,3,-1,5953651.05,26735087.2092,100,0.160283659196,4.02097902098,5.06993006993,11.44,11.1165446667,303000.0,11.92,-0.48,-4.03,166748.17,190717.447,-0.129385590925
47,601865.SH,-5643.39,0.0299029292161,0.0738503104389,2.57971014493,1.53267135978,1,1.97934466592,5.06993006993,11.4540382334,11.393317901,-0.275575507976,-0.0607203324307,0.429710351091,40,1,1,-14629124.13,28715320.2923,20200422,11.9260742153,2,1,0,7513124.41,36590393.2309,11.4,11.7966666667,2,1,0,10574386.97,42413526.9572,12.07,11.6677426478,2,1,1,8119417.79,38580720.5372,11.3,11.7911425275,2,1,1,6114755.83,27551877.1778,101,0.368931433816,6.40599001664,-2.49584026622,12.02,10.7403186667,303000.0,11.44,0.58,5.07,161104.78,189190.383,-0.0607203324307
46,601865.SH,-44652.02,-0.0370494096339,-0.0749108496128,0.508618253744,0.149292951851,-1,-0.301677837154,-2.49584026622,11.473739105,11.4435766854,-0.226492890294,-0.0301624195655,0.392660941457,1,2,0,-14745576.89,28706596.7171,20200423,11.9171402918,3,2,1,7629577.17,36649623.2304,11.8,11.8566666667,3,2,0,10690839.73,42430912.5335,12.16,11.6851617652,1,2,-1,8002965.03,38545589.3204,11.69,11.7555712638,1,2,-1,5998303.07,27261229.6903,102,0.226360607429,4.01023890785,0.597269624573,11.72,7.76351733333,303000.0,12.02,-0.3,-2.5,116452.76,138543.374,-0.0301624195655
45,601865.SH,-43215.31,-0.0307415297561,-0.0908670534434,-1.09642957548,0.299063709838,0,0.146435828063,0.597269624573,11.497165838,11.49687258,-0.181252963831,-0.000293257980932,0.361919411701,2,3,0,-14818814.34,28699941.8458,20200424,11.9063115376,1,3,0,7556339.72,36569323.5242,11.73,11.7266666667,4,3,1,10764077.18,42452815.197,11.84,11.7201078434,2,1,1,8076202.48,38556313.9071,11.55,11.7727856319,2,1,1,6071540.52,27304972.1945,103,0.367483209276,2.45971162002,-1.35708227311,11.79,4.88249666667,303000.0,11.72,0.07,0.6,73237.45,85555.715,-0.000293257980932
44,601865.SH,1674.37,-0.055357363969,-0.187255733193,-0.170551449687,-0.256277060054,0,-0.606422457442,-1.35708227311,11.5070054055,11.5173537215,-0.142932707865,0.0103483160011,0.306562047732,3,4,-1,-14893726.16,28685914.1781,20200427,11.8840162866,2,4,-1,7481427.9,36556547.2047,11.89,11.7066666667,1,4,-1,10689165.36,42433617.016,11.9,11.6900718956,1,2,-1,8001290.66,38510885.6971,11.59,11.7013928159,1,2,-1,5996628.7,27203310.6916,104,0.354347486438,2.66552020636,3.35339638865,11.63,4.99412133333,303000.0,11.79,-0.16,-1.36,74911.82,87779.511,0.0103483160011
43,601865.SH,92032.83,0.00161654580882,0.0912125417099,0.227790432802,0.940764400518,1,1.36140709518,3.35339638865,11.5450050051,11.5946839182,-0.104410383672,0.0496789130981,0.308178593541,4,1,0,-14726781.51,28701141.6239,20200428,11.8948559999,3,1,0,7648372.55,36594575.5987,11.66,11.7333333333,2,1,0,10856110.01,42590672.5996,12.1,11.8000479304,2,1,0,8168235.31,38738165.3281,11.08,11.860696408,2,1,0,6163573.35,27763142.278,105,0.351441113873,8.48585690516,4.82529118136,12.02,11.1296433333,303000.0,11.63,0.39,3.35,166944.65,196726.909,0.0496789130981
42,601865.SH,37864.97,0.0607902575849,0.567669089133,6.42045454545,2.25974243013,-1,3.11661122839,4.82529118136,11.6231527825,11.7493479308,-0.0582892772816,0.126195148281,0.368968851126,5,2,0,-14521971.89,28817405.7143,20200429,11.9623794206,4,2,0,7853182.17,37909546.4544,12.06,12.4866666667,3,2,0,11060919.63,43053489.588,12.8,12.0666986203,3,2,0,8373044.93,39376477.2895,12.06,12.230348204,3,2,0,6368382.97,28751408.3312,106,0.397194257588,5.87301587302,2.14285714286,12.6,13.6539746667,303000.0,12.02,0.58,4.83,204809.62,254793.615,0.126195148281
41,601865.SH,-28905.16,0.0542845617737,0.907104433261,2.93646556327,2.21905870859,0,2.61501874414,2.14285714286,11.7155118357,11.9217559414,-0.00538260066918,0.20624410578,0.423253412899,6,3,0,-14346067.43,28976969.4298,20200430,12.0708906947,5,3,0,8029086.63,38426083.8436,12.68,12.8533333333,4,3,0,11236824.09,43443831.9118,13.09,12.3344657469,4,3,0,8548949.39,39836470.7495,12.6,12.550174102,4,3,0,6544287.43,29128346.4598,107,0.458484126318,3.8073038073,2.4087024087,12.87,11.726964,303000.0,12.6,0.27,2.14,175904.46,227003.418,0.20624410578
40,601865.SH,-42209.43,0.0515019642084,1.05004545284,1.65975103734,2.285017907,-1,2.50923171619,2.4087024087,11.8239924404,12.1153319505,0.0539618214693,0.291339510023,0.474755377108,7,4,0,-14212372.4,29117355.2882,20200506,12.1976405335,6,4,1,8162781.66,38647984.3084,12.88,13.0666666667,5,4,0,11370519.12,43749327.4495,13.28,12.6163104979,5,4,0,8682644.42,40171942.5591,12.74,12.865087051,5,4,1,6677982.46,29450378.0006,108,0.44546672184,4.0971168437,-2.12443095599,13.18,8.913002,303000.0,12.87,0.31,2.41,133695.03,174884.178,0.291339510023
39,601865.SH,-39432.16,-0.0293288389468,0.357576417537,-0.688775510204,0.749531072349,-1,0.135688739864,-2.12443095599,11.9036967041,12.2360501119,0.109640138739,0.33235340782,0.445426538161,8,5,0,-14118109.53,29151061.4675,20200507,12.2412564196,1,5,-1,8068518.79,38583058.352,13.1,12.9766666667,6,5,0,11464781.99,43819980.3995,13.17,12.7108736653,6,5,0,8776907.29,40184732.9692,12.86,12.8825435255,1,5,-1,6583719.59,29250123.0415,109,0.295519763124,2.40310077519,0.542635658915,12.9,6.28419133333,303000.0,13.18,-0.28,-2.12,94262.87,122234.009,0.33235340782
38,601865.SH,33054.76,-0.0347974067191,0.870335250542,0.488055484202,0.679539795494,1,0.339437915846,0.542635658915,11.9826821334,12.3489654793,0.16096878017,0.36628334589,0.410629131442,9,6,0,-13990791.9,29261870.4889,20200508,12.3477963893,2,1,1,8195836.42,38645196.4195,12.98,13.04,7,6,0,11592099.62,43906497.7958,13.33,12.7972491102,7,6,1,8904224.92,40227949.4001,12.82,12.9262717627,2,1,1,6711037.22,29319210.1276,110,0.520227241483,3.93215111796,-1.07941403238,12.97,8.487842,303000.0,12.9,0.07,0.54,127317.63,167011.848,0.36628334589
