,ts_code,volume_d,MACD_d,close_ama_p_change,pseudo_mean_price_p_change,ema5_p_change,backward_inference_MACD_hit,ema3_p_change,p_change,ema_slow,ema_quick,DEM,DIFF,MACD,close_ama_dist2last_max,close_ama_dist2last_min,close_ama_stationary_info,close_ama_VT,close_ama_PVT,date,close_ama,pseudo_mean_price_dist2last_max,pseudo_mean_price_dist2last_min,pseudo_mean_price_stationary_info,pseudo_mean_price_VT,pseudo_mean_price_PVT,open,pseudo_mean_price,ema5_dist2last_max,ema5_dist2last_min,ema5_stationary_info,ema5_VT,ema5_PVT,high,ema5,ema3_dist2last_max,ema3_dist2last_min,ema3_stationary_info,ema3_VT,ema3_PVT,low,ema3,dist2last_max,dist2last_min,stationary_info,VT,PVT,dist2last_big_drop,efficiency_coefficient,amplitude,review_pc,close,turnover_rate,nmc,pre_close,change,pct_chg,volume,amount,diff
251,601865.SH,9843.25,0.0169453231289,-1.38779847868,0.670712232514,0.346488934549,0,0.335196976992,-0.285986653956,10.707747759,10.4072747974,-0.384207200122,-0.30047296161,0.167468477023,36,37,0,-10992954.95,20391560.0544,20190621,13.0017130754,2,1,1,787579.35,12423054.3247,10.51,10.5066666667,6,3,0,4181063.69,23191730.3472,10.67,10.388260226,6,4,0,1701256.31,17543533.6287,10.39,10.4251718818,1,4,-1,1368068.03,6154616.53737,29,0.312303947294,2.67686424474,1.43403441683,10.46,12.1008553333,303000.0,10.49,-0.03,-0.29,181512.83,192424.662,-0.30047296161
250,601865.SH,-30272.72,0.0279928125126,-1.16658391354,-0.0951776649746,0.711507570878,-1,0.886451179367,1.43403441683,10.7005071843,10.4384632901,-0.35977453893,-0.262043894162,0.195461289536,37,38,0,-11144195.06,20215125.775,20190624,12.8500371822,1,2,0,636339.24,12408659.6441,10.46,10.4966666667,7,4,1,4332303.8,23299338.8305,10.61,10.462173484,7,5,1,1852496.42,17677600.6026,10.27,10.5175859409,2,1,1,1519308.14,6371500.06031,30,0.299959481238,3.20452403393,-3.11027332705,10.61,10.082674,303000.0,10.46,0.15,1.43,151240.11,158999.811,-0.262043894162
249,601865.SH,-27180.13,-0.0282607177366,-0.052158354739,-1.7783423309,-0.580419496633,-1,-1.12946992892,-3.11027332705,10.669358504,10.4140843224,-0.338874467455,-0.255274181555,0.167200571799,38,39,0,-11268255.04,20208655.0105,20190625,12.8433348142,2,3,0,512279.26,12188038.5301,10.52,10.31,1,5,0,4208243.82,23227331.9994,10.52,10.4014489893,1,6,0,1728436.44,17537478.5858,10.13,10.3987929705,1,2,0,1395248.16,5985639.61356,31,-0.211176373148,3.79377431907,-0.583657587549,10.28,8.27066533333,303000.0,10.61,-0.33,-3.11,124059.98,128774.938,-0.255274181555
248,601865.SH,-45722.67,-0.0279574126252,-0.0038299472405,-0.61429033301,-0.581486257449,0,-0.859681363786,-0.583657587549,10.6360726889,10.3842251959,-0.321469072558,-0.251847492971,0.139243159174,39,40,0,-11346592.35,20208354.9828,20190626,12.8428429213,3,4,0,433941.95,12139916.6779,10.19,10.2466666667,2,6,0,4129906.51,23181779.9302,10.36,10.3409659929,2,7,0,1650099.13,17470133.4603,10.16,10.3093964852,2,3,0,1316910.85,5939917.44819,32,-0.101892539572,1.95694716243,-0.684931506849,10.22,5.22248733333,303000.0,10.28,-0.06,-0.58,78337.31,80885.462,-0.251847492971
247,601865.SH,16135.49,-0.0278954496922,-0.122996358766,-0.39037085231,-0.6155646485,0,-0.773064094751,-0.684931506849,10.6000673045,10.3481905504,-0.307550608873,-0.251876754132,0.111347709482,40,41,0,-11441065.15,20196735.1724,20190627,12.8270466921,4,5,0,339469.15,12103037.2504,10.24,10.2066666667,3,7,0,4035433.71,23123625.8142,10.33,10.2773106619,3,8,0,1555626.33,17397099.9307,10.14,10.2296982426,3,4,0,1222438.05,5875210.05093,33,-0.254245366898,1.87192118227,-0.591133004926,10.15,6.29818666667,303000.0,10.22,-0.07,-0.68,94472.8,97239.708,-0.251876754132
246,601865.SH,-14326.19,-0.0253717176353,-0.1339016022,-1.07772697583,-0.607521650014,0,-0.682807250515,-0.591133004926,10.5622845412,10.3084689272,-0.296803609892,-0.253815613969,0.0859759918466,41,42,0,-11521211.76,20186003.4129,20190628,12.8098710711,5,6,-1,259322.54,12016661.0868,10.15,10.0966666667,4,8,-1,3955287.1,23074935.0135,10.22,10.2148737746,4,9,-1,1475479.72,17342375.2442,9.98,10.1598491213,4,5,-1,1142291.44,5827832.74453,34,0.00867768101739,2.37859266601,2.47770069376,10.09,5.34310733333,303000.0,10.15,-0.06,-0.59,80146.61,81383.518,-0.253815613969
245,601865.SH,30203.39,0.0169111309788,-0.780866132673,2.2779795312,0.408313824657,1,0.886582450894,2.47770069376,10.5458190196,10.3133198615,-0.283942719539,-0.232499158126,0.102887122825,42,43,0,-11631561.76,20099834.8351,20190701,12.7098431263,6,1,1,369672.54,12268036.1281,10.33,10.3266666667,5,1,0,4065637.1,23119992.444,10.39,10.2565825164,5,1,0,1585829.72,17440209.6177,10.25,10.2499245607,5,1,1,1252641.44,6101247.01609,35,0.214599711609,1.35396518375,-0.676982591876,10.34,7.35666666667,303000.0,10.09,0.25,2.48,110350.0,114750.037,-0.232499158126
244,601865.SH,-15168.57,0.00144888649688,-0.22090201712,-0.322788896062,0.0436060892751,-1,0.0979296931797,-0.676982591876,10.5253879811,10.3066552674,-0.270900718373,-0.218732713712,0.104336009322,43,44,0,-11726743.19,20078809.0653,20190702,12.6817668264,1,2,-1,274491.11,12237312.6194,10.34,10.2933333333,6,2,0,4160818.53,23124142.934,10.39,10.2610550109,6,2,0,1681011.15,17449530.7059,10.22,10.2599622803,1,2,-1,1157460.01,6036810.84491,36,0.0560225863725,1.6553067186,1.26582278481,10.27,6.34542866667,303000.0,10.34,-0.07,-0.68,95181.43,98647.62,-0.218732713712
243,601865.SH,17678.47,0.0169707608415,-0.127673393712,0.615284974093,0.451366806854,-1,0.682447536586,1.26582278481,10.5160999825,10.3210159955,-0.255737372103,-0.195083987021,0.121306770164,44,45,0,-11839603.09,20064399.8588,20190703,12.6655755843,2,1,0,387351.01,12306753.62,10.33,10.3566666667,7,3,0,4273678.43,23175084.1467,10.41,10.3073700073,7,3,0,1793871.05,17526551.6667,10.26,10.3299811402,2,1,0,1270319.91,6179671.47782,37,0.0171504483348,1.44230769231,2.11538461538,10.4,7.52399333333,303000.0,10.27,0.13,1.27,112859.9,117296.014,-0.195083987021
242,601865.SH,140521.64,0.037020632466,-0.294382977816,3.12198261989,1.01102412637,0,1.40377245564,2.11538461538,10.5237962801,10.3670135347,-0.235946446774,-0.156782745459,0.15832740263,45,46,0,-12092984.63,19989808.6465,20190704,12.6282902858,3,2,1,640732.55,13097806.3841,10.39,10.68,8,4,0,4527059.97,23431258.9968,11.04,10.4115800049,8,4,0,2047252.59,17882241.6933,10.38,10.4749905701,3,2,1,1523701.45,6715670.88936,38,0.102826809515,6.21468926554,-1.31826741996,10.62,16.8921026667,303000.0,10.4,0.22,2.12,253381.54,273200.045,-0.156782745459
241,601865.SH,-112147.47,0.00133724271651,-0.130823260478,-1.02996254682,0.219050951295,-1,0.0239113815179,-1.31826741996,10.5205521112,10.3843960678,-0.215988366106,-0.136156043433,0.159664645346,46,47,0,-12234218.7,19971331.945,20190705,12.6117695447,1,3,0,499498.48,12952340.5817,10.72,10.57,9,5,1,4668294.04,23462196.4542,10.8,10.4343866699,9,5,1,2188486.66,17885618.795,10.43,10.477495285,1,3,0,1382467.38,6529486.61629,39,0.0229830798792,3.53053435115,-4.77099236641,10.48,9.41560466667,303000.0,10.62,-0.14,-1.32,141234.07,149861.869,-0.136156043433
240,601865.SH,-1264.25,-0.0674111411215,-0.320189414698,-4.47808262378,-1.45156805181,-1,-2.37411361927,-4.77099236641,10.4805112141,10.3221812881,-0.204456678078,-0.158329925965,0.0922535042248,47,48,0,-12374188.52,19926515.0903,20190708,12.5713879936,2,4,0,359528.66,12325544.1629,10.37,10.0966666667,1,6,0,4528324.22,23259020.7352,10.38,10.2829244466,1,6,0,2048516.84,17553314.5391,9.93,10.2287476425,2,4,-1,1242497.56,5861691.67354,40,-0.33403131435,4.50901803607,0.60120240481,9.98,9.33132133333,303000.0,10.48,-0.5,-4.77,139969.82,141675.961,-0.158329925965
239,601865.SH,-65795.26,-0.0357019737458,-0.0024375015027,-1.02344007923,-0.787468739616,0,-0.922633195758,0.60120240481,10.4478807538,10.2787687823,-0.197387736768,-0.169111971528,0.056551530479,48,49,0,-12448363.08,19926334.2897,20190709,12.5710815658,3,5,0,285354.1,12249630.9453,9.89,9.99333333333,2,7,0,4454149.66,23200610.588,10.07,10.2019496311,2,7,0,1974342.28,17484878.6277,9.87,10.1343738213,3,1,1,1316672.12,5906285.59739,41,-0.14356643343,1.99203187251,-1.99203187251,10.04,4.94497066667,303000.0,9.98,0.06,0.6,74174.56,74299.245,-0.169111971528
238,601865.SH,-9264.56,-0.0472698030472,-0.0641423486416,-0.667111407605,-1.18261588605,0,-1.45235328029,-1.99203187251,10.4028525498,10.2112658927,-0.196227520839,-0.191586657123,0.00928172743178,49,50,0,-12513273.08,19922170.8098,20190710,12.5630181788,4,6,0,220444.1,12206328.7438,10.09,9.92666666667,3,8,0,4389239.66,23123846.9908,10.1,10.081299754,3,8,0,1909432.28,17390606.3763,9.84,9.98718691063,1,2,0,1251762.12,5776982.80854,42,-0.216692792051,2.64227642276,-1.62601626016,9.84,4.32733333333,303000.0,10.04,-0.2,-1.99,64910.0,65056.555,-0.191586657123
237,601865.SH,25040.54,-0.0469580749908,-0.144641571325,-1.71255876427,-1.3268783584,0,-1.53790508468,-1.62601626016,10.3493079165,10.1295326784,-0.200937064284,-0.219775238063,-0.037676347559,50,51,0,-12603223.62,19909160.2224,20190711,12.5448468319,5,7,0,130493.56,12052283.1582,9.91,9.75666666667,4,9,0,4299289.12,23004493.5659,9.96,9.94753316936,4,9,0,1819481.74,17252270.9835,9.63,9.83359345532,2,3,-1,1161811.58,5630721.76789,43,-0.258971879686,3.40909090909,0.723140495868,9.68,5.99670266667,303000.0,9.84,-0.16,-1.63,89950.54,88547.683,-0.219775238063
236,601865.SH,-37097.78,-0.0148590726253,-0.0256093711387,-0.341646737274,-0.661916765365,0,-0.425040224079,0.723140495868,10.3049147375,10.0711430356,-0.207503991807,-0.233771701899,-0.0525354201843,51,52,0,-12656076.38,19907806.6964,20190712,12.5416341756,6,8,-1,77640.8,12034226.1852,9.74,9.72333333333,5,10,0,4246436.36,22969509.438,9.79,9.88168877958,5,10,-1,1766628.98,17229806.4345,9.63,9.79179672766,3,1,0,1214664.34,5668941.73897,44,-0.182213288939,1.64102564103,0.820512820513,9.75,3.52351733333,303000.0,9.68,0.07,0.72,52852.76,51736.446,-0.233771701899
235,601865.SH,8749.15,0.00743498946266,-0.246957360757,0.274254370929,-0.17435879207,1,0.195077948435,0.820512820513,10.269735868,10.034044107,-0.213141545647,-0.235691761008,-0.0451004307216,52,53,0,-12717678.29,19892593.6513,20190715,12.5106616868,7,1,0,139242.71,12051120.7783,9.74,9.75,6,11,0,4184834.45,22958768.6034,9.83,9.86445918638,6,1,0,1828230.89,17241823.6087,9.59,9.81089836383,4,2,0,1276266.25,5719486.89589,0,-0.305350057064,2.44150559512,0.203458799593,9.83,4.106794,303000.0,9.75,0.08,0.82,61601.91,60390.621,-0.235691761008
234,601865.SH,-15209.15,0.0134633945846,-0.131474879911,0.820512820513,-0.0488595340475,0,0.199276532695,0.203458799593,10.2386443223,10.005729629,-0.217096175164,-0.232914693233,-0.031637036137,53,54,0,-12764071.05,19886494.1688,20190716,12.4942133094,8,2,0,185635.47,12089186.6326,9.84,9.83,7,12,-1,4138441.69,22956501.8747,9.86,9.85963945759,7,2,0,1874623.65,17251068.5971,9.78,9.83044918191,5,3,0,1322659.01,5728925.91115,0,-0.257681534311,0.812182741117,0.812182741117,9.85,3.09285066667,303000.0,9.83,0.02,0.2,46392.76,45945.174,-0.232914693233
233,601865.SH,36689.32,0.0242663355971,-0.210149918326,1.0512037979,0.237873953076,0,0.506339111486,0.812182741117,10.2157817799,9.99407891687,-0.218017512732,-0.221702863002,-0.00737070053987,54,55,0,-12847153.13,19869034.4764,20190717,12.4679567303,9,3,1,268717.55,12176522.8307,9.85,9.93333333333,8,1,1,4221523.77,22976264.9375,10.11,9.88309297173,8,3,1,1957705.73,17293136.3037,9.76,9.88022459096,6,4,1,1405741.09,5796403.74262,0,-0.295759855011,3.52467270896,-2.61832829809,9.93,5.53880533333,303000.0,9.85,0.08,0.81,83082.08,82780.319,-0.221702863002
232,601865.SH,-16455.77,-0.0136138837528,-1.71740738455,-2.04697986577,-0.718712155989,-1,-1.06386544669,-2.61832829809,10.1753534999,9.94422062197,-0.220640585768,-0.231132877915,-0.0209845842926,55,56,0,-12913779.44,19754609.9596,20190718,12.2538311207,1,4,0,202091.24,12040140.1156,9.76,9.73,1,2,0,4154897.46,22928379.7986,9.86,9.81206198115,1,4,0,1891079.42,17222254.8746,9.66,9.77511229548,1,5,0,1339114.78,5621954.18975,0,-0.591828745868,2.06825232678,-0.827300930714,9.67,4.441754,303000.0,9.93,-0.26,-2.62,66626.31,65235.541,-0.231132877915
231,601865.SH,-9383.31,-0.0136206220106,-1.56976235472,-0.82219938335,-0.754384353929,1,-0.946855084029,-0.827300930714,10.1319939814,9.88972514167,-0.224966236556,-0.242268839708,-0.0346052063032,56,57,0,-12971022.44,19664752.0532,20190719,12.0614750928,2,5,0,144848.24,11993074.9563,9.65,9.65,2,3,0,4097654.46,22885196.5751,9.77,9.73804132077,2,5,0,1833836.42,17168054.049,9.59,9.68255614774,2,6,0,1281871.78,5574597.00257,0,-0.57846454607,1.87695516163,-7.71637122002,9.59,3.8162,303000.0,9.67,-0.08,-0.83,57243.0,55795.089,-0.242268839708
230,601865.SH,58766.16,-0.0970712738814,-2.55429781326,-6.32124352332,-3.03976707264,1,-4.29925804217,-7.71637122002,10.0370314642,9.72976742756,-0.241425796579,-0.307264036672,-0.131676480185,57,58,0,-13087031.6,19368430.1095,20190722,11.7533890982,3,6,0,28839.08,11259752.805,9.6,9.04,3,4,0,3981645.3,22532555.7504,9.63,9.44202754718,3,6,0,1717827.26,16669300.7349,8.64,9.26627807387,3,7,-1,1165862.62,4679427.25909,1,-0.647669888142,11.186440678,0.564971751412,8.85,7.733944,303000.0,9.59,-0.74,-7.72,116009.16,105003.957,-0.307264036672
229,601865.SH,-60763.0,-0.0431558630211,-2.3587858942,-1.6592920354,-1.9135280866,0,-1.9764034219,0.564971751412,9.95280691133,9.60211090025,-0.26327983948,-0.350696011083,-0.174832343206,58,59,0,-13142277.76,19238116.2465,20190723,11.4761518141,4,7,-1,-26407.08,11168083.2917,8.82,8.89,4,5,0,3926399.14,22426840.6715,8.98,9.26135169812,4,7,0,1662581.1,16560112.0353,8.79,9.08313903693,4,1,0,1221108.78,4710639.77886,2,-0.651004065182,2.13483146067,1.01123595506,8.9,3.68307733333,303000.0,8.85,0.05,0.56,55246.16,49369.39,-0.350696011083
228,601865.SH,6111.77,-0.00159653497718,-1.13508731498,1.27484064492,-0.976645407581,1,-0.512702913366,1.01123595506,9.88148788086,9.50793999252,-0.285333449253,-0.373547888344,-0.176428878183,59,60,0,-13203635.69,19168469.6385,20190724,11.3458874706,5,1,1,34950.85,11246304.8747,8.94,9.00333333333,5,6,0,3865041.21,22366915.731,9.11,9.17090113208,5,8,0,1601223.17,16528653.6458,8.91,9.03656951847,5,2,1,1282466.71,4772687.12381,3,-0.511271562734,2.22469410456,-0.444938820912,8.99,4.09052866667,303000.0,8.9,0.09,1.01,61357.93,55692.609,-0.373547888344
227,601865.SH,-15275.93,0.00834526421312,-0.906347786799,-0.40725657164,-0.802905948201,1,-0.478995476605,-0.444938820912,9.81248877858,9.42210307059,-0.306343900999,-0.390385707984,-0.16808361397,60,61,0,-13249717.69,19126703.3198,20190725,11.2430542706,1,2,-1,-11131.15,11227537.6774,9.02,8.96666666667,6,7,-1,3818959.21,22329916.2191,9.05,9.09726742139,6,9,-1,1555141.17,16506580.5763,8.9,8.99328475923,1,3,-1,1236384.71,4752183.45306,4,-0.474604688732,1.67597765363,3.01675977654,8.95,3.07213333333,303000.0,8.98,-0.03,-0.33,46082.0,41424.8,-0.390385707984
226,601865.SH,41632.96,0.054089166924,-0.165997653031,2.08178438662,0.44970492394,0,1.26046959946,3.01675977654,9.7686007209,9.3910102905,-0.32059320688,-0.377590430403,-0.113994447046,61,62,0,-13337432.65,19112142.8423,20190726,11.2243910644,2,1,1,76583.81,11410141.3116,8.95,9.15333333333,7,1,1,3906674.17,22369362.0685,9.33,9.13817828092,7,1,1,1642856.13,16617142.6168,8.91,9.10664237962,2,1,1,1324099.67,5016798.41619,0,-0.287081386162,4.55531453362,-1.40997830803,9.22,5.847664,303000.0,8.95,0.27,3.02,87714.96,80990.332,-0.377590430403
225,601865.SH,-35160.8,0.0291308007776,-0.496768528785,-0.47341587764,-0.175739917531,0,-0.0913749487632,-1.40997830803,9.71833400084,9.34470101504,-0.331201162663,-0.373632985797,-0.0848636462681,62,63,0,-13389986.81,19086035.5896,20190729,11.1686318221,1,2,-1,24029.65,11385261.3378,9.21,9.11,1,2,0,3854120.01,22360126.2048,9.21,9.12211885395,1,2,-1,1590301.97,16612340.4831,9.03,9.09832118981,1,2,-1,1271545.51,4942698.19059,0,-0.397750287149,1.9801980198,0.1100110011,9.09,3.50361066667,303000.0,9.22,-0.13,-1.41,52554.16,47987.434,-0.373632985797
224,601865.SH,-6908.76,0.0300226629728,-0.509197428301,0.0731796560556,-0.0808249863273,0,0.00922593386487,0.1100110011,9.67253148226,9.30705470503,-0.338056285575,-0.365476777223,-0.0548409832953,63,64,0,-13435632.21,19062793.0693,20190730,11.111761436,2,1,1,69675.05,11388601.6525,9.07,9.11666666667,2,3,0,3808474.61,22356436.9159,9.2,9.11474590263,2,1,1,1635947.37,16612761.6045,9.05,9.0991605949,2,1,1,1317190.91,4947719.68674,0,-0.404798427219,1.64835164835,-1.53846153846,9.1,3.04302666667,303000.0,9.09,0.01,0.11,45645.4,41816.992,-0.365476777223
223,601865.SH,8046.96,0.0099875218642,-1.01631168201,-1.49908592322,-0.565917778678,-1,-0.764689190023,-1.53846153846,9.61975137246,9.25366167349,-0.343662968254,-0.36608969897,-0.0448534614311,64,65,0,-13489324.57,19008224.8966,20190731,10.9988313065,1,2,0,15982.69,11308112.1914,9.07,8.98,3,4,0,3754782.25,22326051.4548,9.1,9.06316393509,1,2,0,1582255.01,16571703.6372,8.88,9.02958029745,1,2,0,1263498.55,4865116.05598,0,-0.511590907002,2.45535714286,-0.558035714286,8.96,3.57949066667,303000.0,9.1,-0.14,-1.54,53692.36,48311.267,-0.36608969897
222,601865.SH,-12293.42,0.00849573076149,-0.717844080366,-0.408314773571,-0.563320330463,0,-0.662158669135,-0.558035714286,9.56717719672,9.2007906468,-0.348207684588,-0.366386549923,-0.0363577306696,65,66,0,-13530723.51,18978506.9126,20190801,10.919876847,2,3,0,-25416.25,11291208.3926,8.91,8.94333333333,4,5,0,3713383.31,22302730.5903,9.05,9.01210929006,2,3,0,1540856.07,16544290.9702,8.87,8.96979014873,2,3,0,1222099.61,4842013.96892,0,-0.453080508815,2.0202020202,-2.91806958474,8.91,2.75992933333,303000.0,8.96,-0.05,-0.56,41398.94,37154.346,-0.366386549923
221,601865.SH,43437.98,-0.0196052074267,-1.09529810079,-3.42899739098,-1.33934346335,-1,-1.78259548676,-2.91806958474,9.49923814511,9.11605362421,-0.35520305185,-0.383184520898,-0.0559629380964,66,67,0,-13615560.43,18885585.1952,20190802,10.8002716433,3,4,-1,-110253.17,11000302.8153,8.78,8.63666666667,5,6,0,3628546.39,22189104.816,8.78,8.89140619337,3,4,-1,1456019.15,16393061.0595,8.48,8.80989507436,3,4,-1,1137262.69,4594453.93301,0,-0.512362586102,3.46820809249,2.08092485549,8.65,5.65579466667,303000.0,8.91,-0.26,-2.92,84836.92,73367.873,-0.383184520898
220,601865.SH,15754.08,0.0200965013075,-0.0903106132888,2.85604013894,-0.23020803098,1,0.114104228639,2.08092485549,9.44966494918,9.07204537434,-0.359686356448,-0.377619574843,-0.0358664367889,67,68,0,-13716151.43,18876500.7603,20190805,10.7905178518,4,1,1,-9662.17,11287594.7489,8.7,8.88333333333,6,7,-1,3527955.39,22165947.96,9.19,8.87093746225,4,1,0,1556610.15,16404538.918,8.63,8.81994753718,4,1,0,1237853.69,4803776.24515,0,-0.00626808753807,6.34201585504,1.81200453001,8.83,6.70606666667,303000.0,8.65,0.18,2.08,100591.0,89773.418,-0.377619574843
219,601865.SH,37013.38,0.0414563116975,-0.241343423395,-0.300187617261,0.447388032581,-1,0.964021963292,1.81200453001,9.41561569368,9.05942300905,-0.358987622085,-0.356192684631,0.00558987490864,68,69,0,-13853755.81,18843290.8482,20190806,10.7644756466,1,2,-1,-147266.55,11246287.6179,8.49,8.85666666667,7,1,1,3665559.77,22227510.5128,9.09,8.91062497483,5,2,1,1694214.53,16537192.5626,8.49,8.90497376859,5,2,1,1375458.07,5053116.00506,1,0.0779476112202,6.67408231368,-3.00333704116,8.99,9.17362533333,303000.0,8.83,0.16,1.81,137604.38,122540.861,-0.356192684631
218,601865.SH,-41217.46,-0.0022249126596,-0.0128528697982,0.0376364320662,-0.713099905527,-1,-1.03859805429,-3.00333704116,9.36408860526,9.00720408458,-0.358567001804,-0.356884520679,0.00336496224904,69,70,0,-13950142.73,18842051.9996,20190807,10.7630921025,2,1,1,-50879.63,11249915.2777,9.15,8.86,1,2,0,3569172.85,22158777.0093,9.15,8.84708331655,1,3,0,1597827.61,16437085.295,8.71,8.8124868843,1,3,0,1279071.15,4763633.59794,2,-0.168898461965,5.04587155963,-0.344036697248,8.72,6.42579466667,303000.0,8.99,-0.27,-3.0,96386.92,85750.196,-0.356884520679
217,601865.SH,-40633.23,0.00113798496025,-0.0102373934491,-1.65537998495,-0.591845963746,1,-0.694962079964,-0.344036697248,9.31415611598,8.95840345619,-0.358004133403,-0.355752659798,0.00450294720929,70,71,0,-14005896.42,18841481.2272,20190808,10.7619902425,1,2,0,-106633.32,11157621.7352,8.77,8.71333333333,2,3,0,3513419.16,22125779.4129,8.8,8.79472221104,2,4,0,1542073.92,16398338.5946,8.65,8.75124344215,2,4,0,1223317.46,4744452.28257,3,-0.163904309231,1.72612197929,-1.38089758343,8.69,3.71691266667,303000.0,8.72,-0.03,-0.34,55753.69,48736.186,-0.355752659798
216,601865.SH,5913.03,-0.00831131362854,-0.860034403906,-0.344299923489,-0.851731321142,-1,-1.03552965556,-1.38089758343,9.25903344073,8.89864907831,-0.358480179205,-0.360384362415,-0.00380836641925,71,72,0,-14067563.14,18788445.7264,20190809,10.6694334238,2,3,-1,-168300.04,11136389.8882,8.77,8.68333333333,3,4,-1,3451752.44,22073255.936,8.91,8.71981480736,3,5,-1,1480407.2,16334480.8773,8.57,8.66062172107,3,5,-1,1161650.74,4659296.85794,4,-0.471759751073,3.96732788798,10.0350058343,8.57,4.11111466667,303000.0,8.69,-0.12,-1.38,61666.72,53887.245,-0.360384362415
215,601865.SH,145061.72,0.111293042994,-0.381010238735,5.3358925144,2.71483285801,1,4.44181898081,10.0350058343,9.2716976303,8.98039537396,-0.345044594633,-0.291302256346,0.107484676574,72,73,0,-14274291.58,18709680.0741,20190812,10.6287817901,3,1,0,38428.4,12239470.6237,8.66,9.14666666667,4,1,0,3658480.88,22634489.0976,9.43,8.95654320491,4,1,0,1687135.64,17252731.186,8.58,9.04531086054,4,1,1,1368379.18,6733817.95946,5,0.180612548052,9.01378579003,-3.28738069989,9.43,13.781896,303000.0,8.57,0.86,10.04,206728.44,193788.488,-0.291302256346
214,601865.SH,42948.53,0.030846258733,-0.124916328239,1.20262390671,0.608332892707,0,0.412861097947,-3.28738069989,9.2604607688,9.00187300873,-0.32775322772,-0.258587760066,0.138330935307,73,74,0,-14523968.55,18678491.3438,20190813,10.6155047061,4,2,1,288105.37,12539738.1168,9.54,9.25666666667,5,2,0,3908157.85,22786375.811,9.57,9.01102880327,5,2,0,1936812.61,17355813.0939,9.08,9.08265543027,1,2,-1,1118702.21,5913034.70707,6,0.0333003646305,5.37280701754,0.219298245614,9.12,16.6451313333,303000.0,9.43,-0.31,-3.29,249676.97,232637.081,-0.258587760066
213,601865.SH,-114022.46,0.0206111349544,-0.255010254026,-1.04429240187,0.477086466468,0,0.31568174182,0.219298245614,9.25153774889,9.02312331508,-0.307885468937,-0.228414433806,0.158942070262,74,75,0,-14659623.06,18643898.0527,20190814,10.5884340806,1,3,0,152450.86,12398075.1427,9.23,9.16,6,3,0,4043812.36,22851094.7418,9.26,9.05401920218,6,3,1,2072467.12,17398636.7459,9.08,9.11132771513,2,1,1,1254356.72,5942783.50313,7,0.103571789031,1.9693654267,-0.54704595186,9.14,9.043634,303000.0,9.12,0.02,0.22,135654.51,124463.508,-0.228414433806
212,601865.SH,-22773.15,0.00381875384148,-0.260711418894,-2.07423580786,0.132467128747,-1,-0.117039556698,-0.54704595186,9.23957198971,9.03341203584,-0.287540365924,-0.206159953873,0.162760824103,75,76,0,-14772504.42,18614468.5932,20190815,10.5608288239,2,4,-1,39569.5,12163932.5838,8.87,8.97,7,4,1,4156693.72,22866047.8115,9.09,9.06601280145,1,4,0,1959585.76,17385425.1616,8.73,9.10066385757,1,2,0,1141475.36,5881032.2121,8,0.104045021093,3.9603960396,-0.660066006601,9.09,7.525424,303000.0,9.14,-0.05,-0.55,112881.36,100788.864,-0.206159953873
211,601865.SH,4356.76,-0.00855388882183,-0.573705815308,1.63507989595,-0.132409554388,-1,-0.388234631413,-0.660066006601,9.22404813862,9.03288710725,-0.268264499014,-0.191161031373,0.154206935281,76,77,0,-14889742.54,18547208.402,20190816,10.5002407348,3,1,0,156807.62,12355626.2768,9.0,9.11666666667,1,5,-1,4039455.6,22850524.3642,9.32,9.0540085343,2,5,-1,1842347.64,17339909.2633,9.0,9.06533192878,2,3,-1,1024237.24,5803647.31441,9,0.210717587655,3.54374307863,2.21483942414,9.03,7.81587466667,303000.0,9.09,-0.06,-0.66,117238.12,107514.369,-0.191161031373
210,601865.SH,35634.11,0.0169733038282,-0.491705431417,0.585009140768,0.647932036699,1,0.908229684859,2.21483942414,9.22448901724,9.06321216767,-0.246866969125,-0.16127684957,0.17118023911,77,78,0,-15042614.77,18472040.2962,20190819,10.4486104808,4,2,0,309679.85,12445057.9288,9.05,9.17,2,1,0,4192327.83,22949575.1796,9.25,9.1126723562,3,1,0,1995219.87,17478752.3606,9.03,9.14766596439,3,1,0,1177109.47,6142234.75627,10,0.215214558786,2.383531961,0.433369447454,9.23,10.191482,303000.0,9.03,0.2,2.21,152872.23,140531.15,-0.16127684957
209,601865.SH,-27085.33,0.0112716781909,-0.336161267659,0.872410032715,0.575490326909,-1,0.668662564224,0.433369447454,9.22786020115,9.09502568034,-0.224060479463,-0.132834520812,0.1824519173,78,79,0,-15168401.67,18429755.6124,20190820,10.4134862993,5,3,0,435466.75,12554795.6823,9.31,9.25,3,2,0,4318114.73,23021964.3238,9.32,9.16511490413,4,2,0,2121006.77,17562861.3517,9.16,9.2088329822,4,2,0,1302896.37,6196746.95562,11,0.166314255984,1.7259978425,10.0323624595,9.27,8.38579333333,303000.0,9.23,0.04,0.43,125786.9,116612.172,-0.132834520812
